640.3209,0.0378
1000.3315,0.0347
1280.3363,0.0074
2000.3143,0.4083
2560.3084,0.4445
5120.2992,0.4915
6000.2993,0.1020
9000.3007,0.1021
10240.3027,0.3655
20000.3047,0.2332
20480.2994,0.3250
